game_id,team_id,player_id,first_name,last_name,jersey_number,position,role
171082,1387,48631,Carter,Hart,79,G,
171082,1387,48637,Adin,Hill,33,G,
171081,1381,47432,Ben,Kraws,32,G,
171081,1381,47445,Esa,Lindell,23,D,
171081,1381,47441,Kyle,Capobianco,20,D,
171081,1381,47444,Miro,Heiskanen,4,D,
171081,1381,48423,Jani,Hakanpaa,2,D,
171081,1381,48418,Radek,Faksa,12,F,
171081,1381,47437,Oskar,Back,10,F,
171081,1381,47457,Tyler,Myers,57,D,
171081,1381,47446,Nils,Lundkvist,5,D,
171081,1381,48426,Michael,Bunting,58,F,
171081,1381,47434,Sam,Steel,18,F,
171081,1381,54673,Nathan,Bastian,11,F,
171081,1381,47425,Matt,Duchene,95,F,
171081,1381,52120,Joel,Kiviranta,30,F,
171081,1381,47424,Tyler,Seguin,91,F,
171081,1381,47442,Thomas,Harley,55,D,
171081,1381,47431,Roope,Hintz,24,F,
171081,1381,48424,Jason,Robertson,21,F,
171081,1381,47433,Wyatt,Johnston,53,F,
171081,1381,54635,Mikko,Rantanen,96,F,
171081,1381,48419,Jamie,Benn,14,F,
171081,1381,47439,Lian,Bichsel,6,D,
171081,1381,47430,Casey,DeSmith,1,G,
171081,1383,56701,Tristan,Jarry,35,G,
171081,1383,54611,Jake,Walman,96,D,
171081,1383,53414,Ty,Emberson,49,D,
171081,1383,45846,Evan,Bouchard,2,D,
171081,1383,53410,Mattias,Ekholm,14,D,
171081,1383,53423,Connor,Murphy,5,D,
171081,1383,54567,Spencer,Stastney,24,D,
171081,1383,56703,Vincent,Desharnais,73,D,
171081,1383,53418,Owen,Michaels,27,F,
171081,1383,53403,Adam,Henrique,19,F,
171081,1383,53416,Curtis,Lazar,20,F,
171081,1383,52339,Colton,Dach,34,F,
171081,1383,56704,Kasperi,Kapanen,42,F,
171081,1383,53409,Mattias,Janmark,13,F,
171081,1383,53417,Connor,McDavid,97,F,
171081,1383,56700,Max,Jones,46,F,
171081,1383,53419,Ryan,Nugent-Hopkins,93,F,
171081,1383,53402,Trent,Frederic,10,F,
171081,1383,53107,Leon,Draisaitl,29,F,
171081,1383,54616,Zach,Hyman,18,F,
171081,1383,58172,Josh,Brown,4,D,
171081,1383,53422,Matt,Savoie,22,F,
171081,1383,52348,Jason,Dickinson,16,F,
171081,1383,54003,Connor,Ingram,39,G,
171080,879,52059,Scott,Morrow,66,D,
171080,879,46249,Shayne,Gostisbehere,4,D,
171080,879,45726,Jalen,Chatfield,5,D,
171080,879,46444,K'Andre,Miller,19,D,
171080,879,48269,Mike,Reilly,6,D,
171080,879,50742,Alexander,Nikishin,61,D,
171080,879,50676,William,Carrier,28,F,
171080,879,46001,Charlie,Cerrato,21,F,
171080,879,44587,Sebastian,Aho,20,F,
171080,879,50519,Logan,Stankoven,22,F,
171080,879,51040,Taylor,Hall,71,F,
171080,879,51140,Jordan,Martinook,48,F,
171080,879,51141,Eric,Robinson,50,F,
171080,879,50380,Jesperi,Kotkaniemi,82,F,
171080,879,51037,Nikolaj,Ehlers,27,F,
171080,879,52094,Andrei,Svechnikov,37,F,
171080,879,50511,Sean,Walker,26,D,
